trial_id,seed,tc,sigma_px,dropout_prob,camera_mode,dv_perfect_mag,dv_ekf_mag,dv_delta_mag,dv_mag_bias,dv_inflation_pct,miss_uncorrected,miss_perfect,miss_ekf,pos_err_tc,tracePpos_tc,nis_mean,nees_mean,valid_rate,dx0_norm_r,dx0_norm_v,notes,truth_mode
39,433469234,2.0,1.0,0.0,estimate_tracking,0.0023406487417209558,0.0022944937236824108,9.298180499967858e-05,-4.615501803854503e-05,-0.019718899814335056,0.0024005062937175413,3.950453765020873e-11,0.00078208507085357,0.00011363765827115144,2.978282152693335e-09,2.0367722194639093,11.050279731244432,0.9900990099009901,0.00015616599541985472,0.00016917714844230753,,cr3bp
40,684942170,2.0,1.0,0.0,estimate_tracking,0.00044044948227298927,0.0004126200412145381,0.00010608324638448663,-2.782944105845115e-05,-0.06318418383609892,0.00032180498632419037,4.798062759849035e-11,9.396914889100947e-05,2.9407777039764243e-05,1.9379209274244016e-09,1.7961236012596613,1.5312112105357734,0.9900990099009901,0.00013840353008184162,5.027924263076014e-05,,cr3bp
41,1670600556,2.0,1.0,0.0,estimate_tracking,0.0009289845993821502,0.0014070073963826262,0.0004940761990609203,0.00047802279700047596,0.5145648241299152,0.000761789216574123,5.2598943643741694e-11,0.000327382141247176,7.974735599159987e-05,2.268775505468988e-09,1.9619899370214247,9.061485366685368,0.9900990099009901,7.52698982939017e-05,0.00010809099247296879,,cr3bp
42,195822031,2.0,1.0,0.0,estimate_tracking,7.194553341280723e-05,0.0003662601453373608,0.00030195669150077947,0.00029431461192455356,4.090797551473317,0.00024405478941331155,7.003094040551454e-11,0.00037515000249068017,2.6901582596624205e-05,5.3887492366957914e-09,1.6861010468032531,35.06986676240041,0.9900990099009901,4.2264292873665736e-05,0.00013590004877673525,,cr3bp
43,1304700566,2.0,1.0,0.0,estimate_tracking,0.0031376260766614256,0.003107055456265868,0.00018804346212694762,-3.057062039555757e-05,-0.009743232510384447,0.002854114530581995,8.840927637787279e-11,0.00023010259878195234,3.2282844926056157e-05,5.694388036631918e-09,1.8113631283835985,7.316737180385537,0.9900990099009901,0.00019768763333776848,0.00012299847220430995,,cr3bp
44,926937834,2.0,1.0,0.0,estimate_tracking,0.0021312808592435987,0.00218042697256316,0.00010683887186378486,4.914611331956111e-05,0.023059426028441576,0.001133685095732442,6.97082434039651e-11,0.00047341511553180226,8.73522188734197e-05,3.6850962236938624e-09,1.8062220727598473,8.404151261458608,0.9900990099009901,0.00020709135680158354,0.00025152802163430307,,cr3bp
45,340588645,2.0,1.0,0.0,estimate_tracking,0.0023447439408380787,0.0027624561897741542,0.000511822571449107,0.0004177122489360755,0.1781483434761637,0.0014138306637121803,6.230143310797001e-11,0.0002759398762973318,9.189115318334922e-05,2.740715921611152e-09,1.839474646486254,13.442385885790197,0.9900990099009901,0.00021720831157041225,9.930560582299828e-05,,cr3bp
46,1247259072,2.0,1.0,0.0,estimate_tracking,0.0011363605167170419,0.001150187063390195,0.0002560256364243063,1.3826546673153129e-05,0.01216739447538906,0.0010123268695577418,6.144324785186389e-11,6.436612731291597e-05,2.0222980064361153e-05,2.9779304249431255e-09,1.9905768250049494,3.9920469828642795,0.9900990099009901,0.00010356643070286654,9.09132659773164e-05,,cr3bp
47,1639277227,2.0,1.0,0.0,estimate_tracking,0.0014417011786431917,0.0015563199227162723,0.0002492283708330938,0.00011461874407308064,0.07950242794484641,0.001372390801267681,4.0409247471457876e-11,0.00017259868258099936,3.2573177065823986e-05,2.9037522126749778e-09,2.0431559804067674,6.428630272470109,0.9900990099009901,0.00015596808467368756,0.00015321984613970999,,cr3bp
48,1577706070,2.0,1.0,0.0,estimate_tracking,0.0009109351575630189,0.0006329399355291319,0.0006094387365455586,-0.000277995222033887,-0.3051756425535208,0.0008178529167442182,3.632139726248105e-11,0.00020770580608568727,6.695807158962136e-05,2.5226593046181066e-09,2.2342691556474765,3.556427908090265,0.9900990099009901,0.00022628603224450283,7.523457619513154e-05,,cr3bp
49,1387883169,2.0,1.0,0.0,estimate_tracking,0.001975099230640341,0.0021465888338438317,0.0003264146802219708,0.00017148960320349056,0.08682581641626808,0.0017394472007581099,5.529426600549751e-11,0.0001352105755363485,4.548483667204472e-05,1.9552667088591538e-09,1.7598971103382335,2.5832238546992117,0.9900990099009901,0.0001688863224000325,9.865866590745349e-05,,cr3bp
50,1831565527,2.0,1.0,0.0,estimate_tracking,0.0010447142847263087,0.0011877002144683097,0.00014573904570458945,0.00014298592974200104,0.1368660616902162,0.0007748663966986549,4.839854172076576e-11,0.0001586846721046479,1.703841817565374e-05,3.5478822659176142e-09,2.406560906384095,13.471852710781562,0.9900990099009901,0.00019866540762833785,0.00021179577745246146,,cr3bp
51,975862862,2.0,1.0,0.0,estimate_tracking,0.0009671772083044031,0.0018560380557397307,0.0009639422627557341,0.0008888608474353276,0.9190258411833598,0.00043934778991931565,7.321862203729835e-11,0.0002038516127530748,0.00010969594246859644,4.764438644808766e-09,1.9603917194285472,43.51666847675601,0.9900990099009901,0.00012862098787654557,0.00015244960193933806,,cr3bp
